Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Constituency,Beds,Open 24 Hours,Open Weekends,Operational Status
18362,Khalala Dispensary,Western,Bungoma,Bungoma East,Webuye,Dispensary,Ministry of Health,WEBUYE,0,N,N,Operational
13379,Khalalio Health Centre,North Eastern,Mandera,Mandera East,Khalilio,Health Centre,Ministry of Health,MANDERA EAST,40,Y,Y,Operational
15932,Khalumuli Dispensary,Western,Bungoma,Bungoma East,Webuye,Dispensary,Other Public Institution,WEBUYE,0,N,N,Operational
15933,Khaoya Dispensary,Western,Bungoma,Bungoma East,Ndivisi,Dispensary,Other Public Institution,WEBUYE,0,N,N,Operational
15934,Kharanda Dispensary,Western,Kakamega,Kakamega Central (Lurambi),Navakholo,Dispensary,Ministry of Health,LURAMBI,0,N,N,Operational
14844,Khartoum Tea Dispensary,Rift Valley,Nandi,Nandi East,Nandi Hills,Dispensary,Company Medical Service,TINDERET,0,Y,Y,Operational
15935,Khasoko Health Centre,Western,Bungoma,Bumula,Bumula,Health Centre,Christian Health Association of Kenya,BUMULA,16,Y,Y,Operational
15936,Khaunga Dispensary,Western,Kakamega,Mumias,East Wanga,Dispensary,Ministry of Health,MUMIAS,4,Y,N,Operational
18240,Khayega Community Clinic,Western,Kakamega,Kakamega East (Shinyalu),Shinyalu,Medical Clinic,Private Practice - Nurse / Midwife,SHINYALU,2,Y,Y,Operational
15937,Khayo Dispensary,Western,Busia,Nambale,Nambale,Dispensary,Ministry of Health,NAMBALE,0,N,N,Operational
19097,KHE Farm Dispensary,Rift Valley,Laikipia,Laikipia East,Naibor,Dispensary,Private Enterprise (Institution),LAIKIPIA EAST,0,N,N,Operational
15484,Khems Medical Clinic,Rift Valley,Nakuru,Naivasha,Naivasha,Medical Clinic,Private Practice - Clinical Officer,NAIVASHA,0,N,N,Operational
10524,Khilna Medical Clinic,Central,Kiambu,Thika West,Thika Municipality,Medical Clinic,Private Enterprise (Institution),JUJA,0,N,N,Operational
13380,Khorof Harar Sub-District Hospital,North Eastern,Wajir,Wajir East,Khorof Harar,Sub-District Hospital,Ministry of Health,WAJIR EAST,12,Y,Y,Operational
17041,Khulwanda Dispensary,Western,Bungoma,Bumula,Bumula,Dispensary,Christian Health Association of Kenya,BUMULA,0,N,Y,Operational
15938,Khumsalaba Clinic,Western,Kakamega,Khwisero,Khwisero West,Medical Clinic,Private Practice - Clinical Officer,KHWISERO,0,N,N,Operational
15939,Khunyangu Sub-District Hospital,Western,Busia,Butula,Butula,District Hospital,Ministry of Health,BUTULA,31,Y,Y,Operational
15940,Khwisero Health Centre,Western,Kakamega,Khwisero,Khwisero West,Health Centre,Ministry of Health,KHWISERO,7,N,N,Operational
10526,Kiaguthu Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,OTHAYA,0,N,N,Operational
13681,Kiagware Dispensary,Nyanza,Kisii,South Gucha,Etago,Dispensary,Ministry of Health,SOUTH MUGIRANGO,7,N,N,Operational
10527,Kiahuria Medical Clinic,Central,Kiambu,Kikuyu,Kikuyu,Medical Clinic,Private Enterprise (Institution),KABETE,4,Y,Y,Operational
17953,Kiaibabu Dispensary,Central,Kiambu,Githunguri,Githunguri,Dispensary,Ministry of Health,GITHUNGURI,0,N,N/A,Operational
10528,Kiairathe Dispensary,Central,Murang'a,Muranga West,Kangema,Dispensary,Ministry of Health,KANGEMA,0,N,N,Operational
10529,Kiairegi Clinic,Central,Kiambu,Gatanga,Gatanga,Medical Clinic,Private Enterprise (Institution),GATANGA,0,N,N,Operational
12270,Kiairugu Dispensary,Eastern,Tharaka Nithi,Maara,Mwimbi,Dispensary,Ministry of Health,NITHI,0,N,N,Operational
20076,Lorugum Medical Services Ltd,Rift Valley,Turkana,Turkana Central,Central,Medical Clinic,Private Practice - General Practitioner,TURKANA CENTRAL,1,N,Y,Operational
15091,Loruk Dispensary (East Pokot),Rift Valley,Baringo,East Pokot,Mondi,Dispensary,Ministry of Health,BARINGO EAST,0,N,N,Operational
15092,Loruth Dispensary,Rift Valley,Turkana,Turkana North,Kaaleng,Dispensary,Ministry of Health,TURKANA NORTH,,N,N,Operational
16369,Losam Dispensary,Rift Valley,West Pokot,North Pokot,Konyao,Dispensary,Ministry of Health,KACHELIBA,0,N,N,Operational
18265,Losho Dispensary,Rift Valley,Narok,Narok South,Mara,Dispensary,Ministry of Health,NAROK SOUTH,0,N,N,Operational
15093,Losogwa Dispensary,Rift Valley,Laikipia,Nyahururu,Nyahururu,Dispensary,Ministry of Health,LAIKIPIA WEST,2,N,N,Operational
15094,Loturerei Dispensary,Rift Valley,Turkana,Turkana Central,Central,Dispensary,Ministry of Health,TURKANA CENTRAL,0,N,N,Operational
17755,Lovic Dermacare Clinic,Coast,Mombasa,Changamwe,Changamwe,Medical Clinic,Private Practice - Clinical Officer,CHANGAMWE,0,N,Y,Operational
15095,Loving Care (MCK) Health Centre,Rift Valley,Kajiado,Mashuru,Mashuuru,Health Centre,Other Faith Based,KAJIADO CENTRAL,0,N,N,Operational
15096,Lowarengak Dispensary,Rift Valley,Turkana,Turkana North,Lokitaung,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,TURKANA NORTH,0,N,N,Operational
13052,Lower Kabete Dispensary (Kabete),Nairobi,Nairobi,Westlands,Westlands,Dispensary,Local Authority,WESTLANDS,0,N,N,Operational
15097,Lower Solai Dispensary,Rift Valley,Nakuru,Rongai,Mbogoine,Dispensary,Ministry of Health,RONGAI,6,Y,Y,Operational
15098,Loyapat Dispensary,Rift Valley,Turkana,Turkana South,Kainuk,Dispensary,Christian Health Association of Kenya,TURKANA SOUTH,0,N,N,Not-Operational
17276,Lpartuk Dispensary,Rift Valley,Samburu,Samburu Central,Kirisia,Dispensary,Ministry of Health,SAMBURU WEST,0,N/A,N/A,Operational
15962,Luanda Mch/Fp Clinic,Western,Vihiga,Emuhaya,Luanda,Medical Clinic,Private Practice - Nurse / Midwife,EMUHAYA,0,N,N,Operational
15963,Luanda Town Dispensary,Western,Vihiga,Emuhaya,Luanda,Dispensary,Ministry of Health,EMUHAYA,0,N,N,Operational
17112,Luanda Wayside Clinic,Western,Vihiga,Emuhaya,Luanda,Medical Clinic,Private Practice - Clinical Officer,EMUHAYA,0,N,Y,Operational
13736,Luciel Dispensary,Nyanza,Migori,Nyatike,Karungu,Dispensary,Christian Health Association of Kenya,NYATIKE,20,N,N,Operational
10665,Lucimed Clinic,Central,Nyandarua,Nyandarua North,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,KINANGOP,0,N,N,Operational
13737,Lucky Youth Dispensary,Nyanza,Homa Bay,Mbita,Mbita,VCT Centre (Stand-Alone),Private Enterprise (Institution),MBITA,0,N,N,Not-Operational
18287,Ludomic Clinic,Eastern,Embu,Embu North,Manyatta,Medical Clinic,Private Practice - Nurse / Midwife,MANYATTA,0,N,Y,Operational
15964,Lugari Forest Dispensary,Western,Kakamega,Lugari,Lugari,Dispensary,Ministry of Health,LUGARI,0,N,N,Operational
17653,Lughpharm Medical Services (Machakos),Eastern,Machakos,Machakos,Central,Medical Clinic,Private Practice - Clinical Officer,MACHAKOS TOWN,0,N,Y,Operational
18884,Lugpharm Medicals Limited,Eastern,Machakos,Kathiani,Mitaboni,Dispensary,Private Practice - General Practitioner,KATHIANI,0,N,Y,Operational
15099,Luguget Dispensary,Rift Valley,Elgeyo Marakwet,Marakwet East,Tunyo,Dispensary,Ministry of Health,MARAKWET EAST,0,N,N,Pending Opening
12274,Kiamuringa Dispensary,Eastern,Embu,Mbeere South,Gachoka,Dispensary,Ministry of Health,GACHOKA,0,N,N,Operational
12275,Kiamuriuki Dispensary,Eastern,Tharaka Nithi,Meru South,Magumoni,Dispensary,Christian Health Association of Kenya,NITHI,0,N,N,Operational
19431,Kiamuthambi Dispensary,Central,Kirinyaga,Kirinyaga Central,Mutitu,Dispensary,Ministry of Health,KERUGOYA/KUTUS,0,Y,N,Pending Opening
10543,Kiamuthambi Medical Clinic,Central,Kirinyaga,Kirinyaga West,Ndia,Medical Clinic,Private Enterprise (Institution),NDIA,0,N,N,Not-Operational
16497,Kiamutugu CFW Clinic,Central,Kirinyaga,Kirinyaga North,Gichugu,Medical Clinic,Private Practice - Nurse / Midwife,GICHUGU,0,N,N,Operational
10544,Kiamutugu Clinic,Central,Kirinyaga,Kirinyaga East,Gichugu,Medical Clinic,Private Enterprise (Institution),GICHUGU,0,N,N,Not-Operational
10545,Kiamutugu Health Centre,Central,Kirinyaga,Kirinyaga East,Gichugu,Health Centre,Ministry of Health,GICHUGU,5,Y,Y,Operational
10546,Kiamuya Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,OTHAYA,0,N,N,Operational
10547,Kiamwathi Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Clinical Officer,NYERI TOWN,0,N,N,Operational
17258,Kianda Dispensary,Eastern,Meru,Igembe South,Igembe South East,Dispensary,Ministry of Health,IGEMBE,0,N,N,Pending Opening
10549,Kiandai Clinic,Central,Kirinyaga,Kirinyaga East,Gichugu,Medical Clinic,Private Practice - Nurse / Midwife,GICHUGU,0,N,N,Not-Operational
10551,Kiandegwa (Methodist Church of Kenya) Dispensary,Central,Kirinyaga,Kirinyaga North,Mwea,Dispensary,Christian Health Association of Kenya,MWEA,0,N,N,Operational
10552,Kiandere Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry of Health,TETU,0,N,N,Operational
19430,Kianderi Dispensary,Central,Kirinyaga,Kirinyaga Central,Central,Dispensary,Ministry of Health,KERUGOYA/KUTUS,0,Y,N,Pending Opening
17709,Kiandiu Dispensary,Eastern,Meru,Tigania West,Tigania West,Dispensary,Ministry of Health,TIGANIA WEST,0,N,N,Operational
10553,Kiandu Medical Clinic,Central,Nyeri,Tetu,Tetu,Medical Clinic,Private Practice - Nurse / Midwife,TETU,0,N,N,Operational
16814,Kiandutu Health Centre,Central,Kiambu,Thika West,Thika Municipality,Health Centre,Ministry of Health,JUJA,0,N,N,Operational
10554,Kiane Medical & Eye Clinic,Central,Murang'a,Kandara,Kandara,Medical Clinic,Private Practice - Clinical Officer,KANDARA,0,N,N,Not-Operational
11463,Kiangachinyi Dispensary,Coast,Taita Taveta,Mwatate,Mwatate,Dispensary,Ministry of Health,MWATATE,0,N,N,Operational
10556,Kiangai Dispensary,Central,Kirinyaga,Kirinyaga West,Ndia West,Dispensary,Ministry of Health,NDIA,0,N,N,Operational
16503,Kiangai Laboratory,Central,Kirinyaga,Kirinyaga West,Ndia,Laboratory (Stand-alone),Private Practice - Unspecified,NDIA,0,N,N,Operational
10557,Kiangai Medical Clinic,Central,Kirinyaga,Kirinyaga West,Ndia West,Medical Clinic,Private Practice - Nurse / Midwife,NDIA,0,N,N,Operational
16989,Kiang'inda Health Centre,Nyanza,Nyamira,Nyamira,Nyamira,Health Centre,Ministry of Health,WEST MUGIRANGO,6,N,N,Operational
12276,Kiangini Dispensary,Eastern,Makueni,Kathonzweni,Kathonzweni,Dispensary,Ministry of Health,MAKUENI,2,N,N,Operational
10558,Kiangochi Dispensary,Central,Murang'a,Kiharu,Kiharu,Dispensary,Ministry of Health,KIHARU,,N,N,Operational
10555,Kiang'ombe Dispensary,Central,Kirinyaga,Kirinyaga East,Gichugu,Dispensary,Ministry of Health,GICHUGU,0,N,N,Operational
13036,Kivuli Dispensary,Nairobi,Nairobi,Dagoretti,Dagoretti,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,DAGORETI,0,N,N,Operational
12379,Kivuuni Dispensary,Eastern,Kitui,Kisasi,Chuluni,Dispensary,Ministry of Health,KITUI CENTRAL,0,N,N,Operational
13707,Kiwa Island Dispensary,Nyanza,Homa Bay,Suba,Gwassi,Dispensary,Ministry of Health,GWASI,0,N,N,Operational
16203,Kiwalwa Dispensary,Coast,Taita Taveta,Taveta,Bomeni,Dispensary,Ministry of Health,TAVETA,3,N,N,Operational
14954,Kiwamu Dispensary,Rift Valley,Nakuru,Nakuru North,Dundori,Health Centre,Ministry of Health,SUBUKIA,4,Y,N,Operational
11493,Kiwandani Dispensary,Coast,Kilifi,Bahari,Bahari,Dispensary,Ministry of Health,BAHARI,0,N,N,Pending Opening
19712,Kiwara Medical Clinic,Central,Nyeri,Kieni West,Gataragwa,Medical Clinic,Private Practice - Nurse / Midwife,KIENI,0,N,Y,Operational
16374,Kiwawa (Acck) Dispensary,Rift Valley,West Pokot,North Pokot,Kiwawa,Dispensary,Other Faith Based,KACHELIBA,0,N,N,Not-Operational
20083,Kiwawa GOK Dispensary,Rift Valley,West Pokot,North Pokot,Kiwawa,Dispensary,Ministry of Health,KACHELIBA,0,N/A,N,Operational
11494,Kiwayuu Dispensary,Coast,Lamu,Lamu East,Kizingitini,Dispensary,Ministry of Health,LAMU EAST,0,N,N,Operational
11495,Kizibe Dispensary,Coast,Kwale,Matuga,Kubo,Dispensary,Ministry of Health,MATUGA,0,N,N,Operational
11496,Kizingitini Dispensary,Coast,Lamu,Lamu East,Kizingitini,Dispensary,Ministry of Health,LAMU EAST,,N,N,Operational
11497,Kizingo Health Centre,Coast,Kilifi,Bahari,Chonyi,Health Centre,Ministry of Health,BAHARI,0,N,N,Operational
14955,Kkit Nursing Home,Rift Valley,Kajiado,Kajiado North,Ngong,Nursing Home,Private Enterprise (Institution),KAJIADO NORTH,5,N,N,Operational
14956,Kkit Nursing Home Annex,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Enterprise (Institution),KAJIADO NORTH,0,N,N,Operational
12380,Kmc Clinic Mwichune,Eastern,Meru,Imenti South,Abogeta,Medical Clinic,Private Practice - Nurse / Midwife,SOUTH IMENTI,0,N,N,Operational
17903,Kmc Staff Clinic,Eastern,Machakos,Athi River,Athi River,Medical Clinic,Parastatal,KATHIANI,1,N,Y,Operational
17554,K-Met Corkran,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Non-Governmental Organizations,KISUMU TOWN WEST,1,N,N,Operational
14957,Kmq Dispensary,Rift Valley,Kajiado,Kajiado Central,Central,Dispensary,Ministry of Health,KAJIADO CENTRAL,0,N,N,Operational
13037,Kmtc Dispensary,Nairobi,Nairobi,Dagoretti,Dagoretti,VCT Centre (Stand-Alone),Ministry of Health,DAGORETI,0,N,N,Operational
18347,Kmtc Mombasa Students Clinic,Coast,Mombasa,Mvita,Island,Medical Clinic,Ministry of Health,KISAUNI,0,N,N,Operational
14958,Kobos Dispensary,Rift Valley,Trans Nzoia,Kwanza,Kwanza,Dispensary,Ministry of Health,KWANZA,0,N,N,Operational
14959,Kobujoi Forest,Rift Valley,Nandi,Nandi South,Aldai,Dispensary,Ministry of Health,ALDAI,0,N,N,Operational
17125,Kobujoi Forest Dispensary,Rift Valley,Nandi,Nandi South,Aldai,Dispensary,Ministry of Health,ALDAI,0,N,N,Not-Operational
14960,Kobujoi Mission Health Centre,Rift Valley,Nandi,Nandi South,Aldai,Health Centre,Other Faith Based,ALDAI,36,Y,Y,Operational
13708,Kobuya Dispensary,Nyanza,Homa Bay,Rachuonyo North,East Karachuonyo,Dispensary,Ministry of Health,KARACHUONYO,0,N,N,Operational
10570,Kiawarigi Medical Clinic,Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Nurse / Midwife,MATHIRA,0,N,N,Operational
14847,Kibabet Tea Dispensary,Rift Valley,Nandi,Nandi East,Nandi Hills,Dispensary,Company Medical Service,TINDERET,0,Y,Y,Operational
15941,Kibabii Health Centre,Western,Bungoma,Bungoma South,Kanduyi,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,KANDUYI,28,N,N,Operational
14848,Kibagenge Dispensary,Rift Valley,Uasin Gishu,Eldoret West,Soy,Dispensary,Ministry of Health,ELDORET NORTH,0,N,N,Operational
18293,Kiban Medical Clinic,Eastern,Machakos,Kangundo,Kangundo,Medical Clinic,Private Practice - Clinical Officer,KANGUNDO,2,N,Y,Operational
12285,Kiban Medical Clinic (Kangundo),Eastern,Machakos,Kangundo,Kangundo,Medical Clinic,Private Enterprise (Institution),KANGUNDO,0,N,N,Not-Operational
11464,Kibandaongo Dispensary,Coast,Kwale,Kinango,Kinango,Dispensary,Ministry of Health,KINANGO,0,N,N,Operational
12280,Kibaranyaki Dispensary,Eastern,Meru,Meru Central,Abothuguchi West,Dispensary,Ministry of Health,CENTRAL IMENTI,0,N,Y,Operational
14849,Kibendo Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo,Tambach,Dispensary,Ministry of Health,KEIYO SOUTH,0,N,N,Operational
12894,Kibera Chemi Chemi Ya Uzima Clinic,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Christian Health Association of Kenya,LANG'ATA,0,N,Y,Operational
13028,Kibera Community Health Centre - Amref,Nairobi,Nairobi,Langata,Lang'ata,Health Centre,Non-Governmental Organizations,LANG'ATA,4,N,Y,Operational
13029,Kibera D O Dispensary,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Ministry of Health,LANG'ATA,0,N,N,Operational
18984,Kibera Highway Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Private Practice - Clinical Officer,LANG'ATA,0,N,Y,Operational
13026,Kibera Human Development Clinic,Nairobi,Nairobi,Langata,Langata,Medical Clinic,Non-Governmental Organizations,LANG'ATA,0,N,N,Operational
13030,Kibera South (Msf Belgium) Health Centre,Nairobi,Nairobi,Langata,Lang'ata,Health Centre,Non-Governmental Organizations,LANG'ATA,10,N,N,Operational
17088,Kibias Dispensary,Rift Valley,Baringo,Koibatek,Eldama Ravine,Dispensary,Ministry of Health,ELDAMA RAVINE,0,N,N,Operational
13687,Kibigori Dispensary,Nyanza,Kisumu,Muhoroni,Miwani,Dispensary,Ministry of Health,MUHORONI,0,N,N,Operational
14850,Kibigos Dispensary,Rift Valley,Elgeyo Marakwet,Marakwet West,Kapcherop,Dispensary,Ministry of Health,MARAKWET WEST,0,N,N,Operational
15942,Kibingei Dispensary,Western,Bungoma,Kimilili Bungoma,Kimilili,Dispensary,Ministry of Health,KIMILILI,0,N,N,Operational
14851,Kibingor Dispensary,Rift Valley,Baringo,Baringo Central,Kabarnet,Dispensary,Ministry of Health,BARINGO CENTRAL,0,N,N,Operational
14852,Kibini Hill (PCEA) Dispensary,Rift Valley,Kajiado,Mashuru,Mashuuru,Dispensary,Christian Health Association of Kenya,KAJIADO CENTRAL,0,N,N,Operational
19134,Kibirichia Health & Laboratory Services,Eastern,Meru,Buuri,Buuri,Medical Clinic,Private Practice - Nurse / Midwife,NORTH IMENTI,0,N,Y,Operational
16824,Kibirichia Health Services,Eastern,Meru,Meru Central,Kibirichia Division,Medical Clinic,Private Enterprise (Institution),CENTRAL IMENTI,0,N,N,Operational
12284,Kibirichia Maternity and Nursing Home,Eastern,Meru,Meru Central,Kibirichia Division,Nursing Home,Private Enterprise (Institution),CENTRAL IMENTI,12,N,N,Operational
13779,Masaba Health Centre,Nyanza,Migori,Kuria West,Masaba,Health Centre,Ministry of Health,KURIA,20,N,N,Operational
18414,Masaba Hospital Kisumu,Nyanza,Kisumu,Kisumu West,Maseno,Other Hospital,Private Practice - General Practitioner,KISUMU RURAL,25,Y,Y,Operational
15149,Masaita/ Miti-Tatu Dispensary,Rift Valley,Kericho,Londiani,Sorget,Dispensary,Ministry of Health,SOTIK (PART),4,N,N,Operational
13780,Masala Dispensary,Nyanza,Siaya,Rarieda,Madiany,Dispensary,Ministry of Health,RARIEDA,3,N,N,Operational
18550,Maseki Dispensary,Eastern,Kitui,Matinyani,Matinyani,Dispensary,Ministry of Health,KITUI WEST,0,N,N,Operational
17157,Masendebale Dispensary,Western,Busia,Butula,Butula,Dispensary,Ministry of Health,BUTULA,0,N,N,Operational
13781,Maseno Mission Hospital,Nyanza,Kisumu,Kisumu West,Maseno,Other Hospital,Christian Health Association of Kenya,KISUMU RURAL,78,Y,Y,Operational
13782,Maseno University Medical Clinic,Nyanza,Kisumu,Kisumu West,Maseno,Dispensary,Parastatal,KISUMU RURAL,25,N,N,Operational
18663,Mashaallah Nursing Home-Habaswein,North Eastern,Wajir,Habaswein,Habaswein,Nursing Home,Private Practice - Clinical Officer,WAJIR SOUTH,15,Y,Y,Operational
17111,Mashambani Dispensary,Nyanza,Kisumu,Muhoroni,Muhoroni,Dispensary,Community,MUHORONI,0,N,N,Operational
16325,Mashangwa Dispensary,Rift Valley,Narok,Trans Mara West - Dikirr,Angata,Dispensary,Ministry of Health,KILGORIS,0,N,N,Operational
11575,Mashauri Medical Centre,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Practice - Clinical Officer,KISAUNI,0,Y,Y,Operational
15150,Mashuru Health Centre,Rift Valley,Kajiado,Mashuru,Mashuru,Health Centre,Ministry of Health,KAJIADO CENTRAL,6,N,N,Operational
17739,Masii Catholic Dispensary,Eastern,Machakos,Mwala,Masii,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,MWALA,0,N,N,Operational
12475,Masii Health Centre,Eastern,Machakos,Mwala,Masii,Health Centre,Ministry of Health,MWALA,4,N,N,Operational
17279,Masikita Dispensary,Rift Valley,Samburu,Samburu North,Nyiro,Dispensary,Ministry of Health,SAMBURU WEST,0,N/A,N/A,Pending Opening
18509,Masimba,Eastern,Kitui,Lower Yatta,Yatta,Dispensary,Ministry of Health,KITUI WEST,0,N,N,Operational
13783,Masimba Sub-District Hospital,Nyanza,Nyamira,Masaba South,Masaba,Sub-District Hospital,Ministry of Health,NYARIBARI MASABA,12,N,N,Operational
16764,Masinde Muliro University of Science and Technolog,Western,Kakamega,Kakamega Central (Lurambi),Municipality,Medical Clinic,Parastatal,LURAMBI,0,N,N,Operational
12476,Masinga Model Health Centre,Eastern,Machakos,Masinga,Masinga,Health Centre,Ministry of Health,MASINGA,6,N,N,Operational
17652,Masingu Health Services,Eastern,Machakos,Machakos,Central,Medical Clinic,Private Practice - Clinical Officer,MACHAKOS TOWN,0,N,N/A,Operational
13784,Masogo Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kabondo,Dispensary,Ministry of Health,KASIPUL/KABONDO,0,N,N,Operational
17518,Masogo Dispensary (Gem),Nyanza,Siaya,Gem,Yala,Dispensary,Ministry of Health,GEM,0,N,N,Operational
13785,Masogo Sub District Hospital,Nyanza,Kisumu,Muhoroni,Miwani,Sub-District Hospital,Ministry of Health,MUHORONI,19,Y,Y,Operational
17417,Kapkoi Disp,Rift Valley,Uasin Gishu,Wareng,Kesses,Dispensary,Ministry of Health,ELDORET SOUTH,0,N,N,Operational
14720,Kapkoi Dispensary,Rift Valley,Trans Nzoia,Kwanza,Kwanza,Dispensary,Ministry of Health,KWANZA,0,N,N,Operational
14721,Kapkoi Health Centre,Rift Valley,Elgeyo Marakwet,Keiyo,Kamariny,Health Centre,Other Faith Based,KEIYO NORTH,22,N,N,Operational
